type,CATEGORY,RUN_ACCESSION
DUPLICATE_WITHIN_CATEGORY,1000_RANDOM_1MB,ERR9984656
DUPLICATE_WITHIN_CATEGORY,1000_RANDOM_1MB,ERR9984656
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9983086
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9811240
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1030437
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13515639
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5987606
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1182930
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR500682
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1032925
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3658604
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14955967
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR806487
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2836843
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9294888
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1926256
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10627357
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1925976
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1926873
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4474529
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14585031
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR15114846
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6140862
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11554719
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4820646
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2666897
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3659657
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1918799
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4018623
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13514894
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR7616451
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6719767
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12404101
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9984331
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2575337
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4820646
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12353107
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13098286
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3063824
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14127855
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR7131962
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1925098
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10627357
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5002903
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6847384
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12353107
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1185588
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10127071
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1032925
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1177073
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3063824
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1979407
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1985760
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14978303
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10317812
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13889905
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1931063
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12116389
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1985357
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1182559
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13504022
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3976107
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10940272
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13586534
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12116389
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11599584
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1182559
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1979938
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11652279
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13997417
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11789436
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1925838
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14925092
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1161963
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11216438
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2621395
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13063913
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1919972
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1919752
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12252835
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1985760
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5767901
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1930727
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10447703
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13255927
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12944244
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14860005
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2106669
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1984730
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1924839
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14127855
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4018623
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR500425
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3658604
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3977460
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3649897
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3649897
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12671126
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR8017060
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13055474
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1133440
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1176704
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1925666
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1931063
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR841521
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14978303
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR500425
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1984429
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6012454
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3893777
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1180531
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6719767
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14674373
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12125297
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10218997
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13517250
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4144201
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2836291
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13316918
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3514484
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2672852
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1979517
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10127022
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10394974
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1170352
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1679913
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2673602
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13867282
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR824834
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3893043
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR7616451
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11258329
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3003886
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR8281427
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6142828
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1180531
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13998125
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1169590
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11789436
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1176915
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4873617
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2866353
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR499173
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1180176
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR806487
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9727969
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1926264
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12353124
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4474529
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14907954
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10627391
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14822514
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1919752
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1182905
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12124489
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2142905
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13316918
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1925098
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11790493
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1931857
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR15114846
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1161963
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12116189
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3824404
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13997314
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12748615
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR499953
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9984438
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3824404
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3893082
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10127022
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11204946
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3008021
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11437561
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14978247
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2836291
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1177358
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4500392
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6003116
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1169759
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3008021
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12353124
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12124489
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14978247
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3063794
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6003116
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14978920
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1979228
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13889905
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3444907
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1926873
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1983189
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13998125
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13514599
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR8281427
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5350077
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1985093
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11790527
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13588473
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2666897
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1983189
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12388716
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14955967
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10447703
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6847384
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1918799
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14696489
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR500682
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR15130820
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2836565
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11443953
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4497821
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12860739
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3263244
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2106669
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5382993
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14243127
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9360654
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1133440
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12671126
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3977460
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4388540
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1926256
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR841521
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3485678
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1177358
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3003850
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11180165
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10627391
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11258329
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4473017
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1979228
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2673602
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4144201
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1924839
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6877042
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6140862
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14859560
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5987606
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3916296
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14696489
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10394974
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR6012454
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5382993
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14788387
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR4497688
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11437561
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12116189
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1177073
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR499953
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9984438
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1930512
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9984331
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1984429
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11790527
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14907954
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1982308
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13514894
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10180252
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3485678
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3003850
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1176704
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9077852
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2836843
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13515639
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12203305
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR499173
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3893082
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3893043
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR10180252
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12404101
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1919571
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR5350077
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1930512
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9294888
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12681531
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11652279
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3893018
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR9360654
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR2142905
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13504667
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13098286
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR1979938
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR3444907
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR12395317
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR11204946
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR13586534
DUPLICATE_WITHIN_CATEGORY,10000_RANDOM_1MB,ERR14978920
