CATEGORY,RUN_ACCESSION,STATUS,FASTQ_MD5_LIST,FASTQ_URL_LIST
10000_RANDOM_1MB,ERR3428931,ACTIVE,"[""6a4c924f192f54a4d1459a9c4e28cd54"",""f5c366d7ca253a04756a6e25c8856a58""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/001/ERR3428931/ERR3428931_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/001/ERR3428931/ERR3428931_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3428955,ACTIVE,"[""4f1fe457cd5a71a8e98848c3aaf8a7d8"",""ca0f7c20a8b104ab2ae915d5a8125862""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/005/ERR3428955/ERR3428955_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/005/ERR3428955/ERR3428955_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3430356,ACTIVE,"[""d6b2c9f1190a2c7af09a231afe7932d9"",""aed2cae693e01a1c4ac9297f3ff417e0""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3430356/ERR3430356_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3430356/ERR3430356_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3431094,ACTIVE,"[""6e598a696619e2b2890c458fc8c313df""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3431094/ERR3431094.fastq.gz""]"
10000_RANDOM_1MB,ERR3433130,ACTIVE,"[""108832e1df3d49469755f8093d0fe88f""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3433130/ERR3433130.fastq.gz""]"
10000_RANDOM_1MB,ERR3433284,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR3433944,ACTIVE,"[""f8178205ac97064c03ac97e63804ddc1""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3433944/ERR3433944.fastq.gz""]"
10000_RANDOM_1MB,ERR3434010,ACTIVE,"[""f0ce8433e7be20ee5df816bfb3204f35""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3434010/ERR3434010.fastq.gz""]"
10000_RANDOM_1MB,ERR3437548,ACTIVE,"[""90eaf9eb3759b9093ecf5e8c5d1f5ef8"",""2bbad8dc345611162b3853118233730a""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3437548/ERR3437548_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3437548/ERR3437548_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3437585,ACTIVE,"[""90ca4fc5ac443356371b1a09ca7223ec"",""1886af6c61825929aa6d0d30b40f9fd8""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3437585/ERR3437585_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3437585/ERR3437585_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3437601,ACTIVE,"[""c419205d2c385730966d45218261611c"",""eadc8ec1056483a625dbd69353d37a17""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3437601/ERR3437601_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3437601/ERR3437601_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3438536,ACTIVE,"[""372a5b0eca488b7c4b89388a66df0ac2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3438536/ERR3438536.fastq.gz""]"
10000_RANDOM_1MB,ERR3438570,ACTIVE,"[""f6179ce85e9d64ca0897a7a9317c0b08""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3438570/ERR3438570.fastq.gz""]"
10000_RANDOM_1MB,ERR3438572,ACTIVE,"[""93a4718f75c0ddb89cd928f231b6c961""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3438572/ERR3438572.fastq.gz""]"
10000_RANDOM_1MB,ERR3443435,ACTIVE,"[""41b84fc058dc8b4c7c38cadd9103c7f7"",""963e7ef1bc1255b2a449365347357338""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3443435/ERR3443435_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/005/ERR3443435/ERR3443435_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3443886,ACTIVE,"[""eccb481d7bd809418cfe3028fc66d36f""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/006/ERR3443886/ERR3443886.fastq.gz""]"
10000_RANDOM_1MB,ERR3444632,ACTIVE,"[""582a792b4cb24d896ad58f77b5bc2e0a"",""274a03827f17b0d52b06de64cd0b39a5""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3444632/ERR3444632_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3444632/ERR3444632_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3444901,ACTIVE,"[""4a5fb4b6e798ba7cd24f304240da5fdb"",""3b9aaef8357cab999131e76b729d1ecf""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3444901/ERR3444901_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3444901/ERR3444901_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3444907,ACTIVE,"[""0535130eb1bfee6df19ea8c9d2c867e1"",""49bc40a25202f9598c33766454a4b442""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3444907/ERR3444907_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3444907/ERR3444907_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3445177,ACTIVE,"[""f10a0363b5774a73d583be11b9f7a4d7"",""527898fa2c8a9dfbd7d208a72d8555c5""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3445177/ERR3445177_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3445177/ERR3445177_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3445539,ACTIVE,"[""adb4df43f0c30bffeeba0cabd88bb5bd"",""1830b14bb9dfd1d4ebb903a368577a8f""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3445539/ERR3445539_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/009/ERR3445539/ERR3445539_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3445962,ACTIVE,"[""9e1728f7ed5d5eb95f3c791dc52c5c96"",""64effa705c108aa57ed7008277fa3887""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3445962/ERR3445962_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/002/ERR3445962/ERR3445962_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3446020,ACTIVE,"[""9419dde39fc1314aabacfb12026b3d66"",""8de0b76dbddae29036a7066be1eb25f5""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3446020/ERR3446020_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/000/ERR3446020/ERR3446020_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3446227,ACTIVE,"[""a3d10685f3fddcb85c3fa22acd4d0347"",""10a3d547113ac77cc240f09363fb7dea""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3446227/ERR3446227_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/007/ERR3446227/ERR3446227_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3446241,ACTIVE,"[""178b29edf8b3e7f54de52215b764c359"",""88d5e50182e48831bc25c5fafa389297""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3446241/ERR3446241_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR344/001/ERR3446241/ERR3446241_2.fastq.gz""]"
10000_RANDOM_1MB,ERR345021,ACTIVE,"[""39b8385600905d4c94f0a155f4d8c408""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345021/ERR345021.fastq.gz""]"
10000_RANDOM_1MB,ERR3450362,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR3450402,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR3452760,ACTIVE,"[""c26bab7ab93ee4cd256284089bf4aa31""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/000/ERR3452760/ERR3452760.fastq.gz""]"
10000_RANDOM_1MB,ERR345438,ACTIVE,"[""9cddfb9f87a7a56a120f646a8f885260""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345438/ERR345438.fastq.gz""]"
10000_RANDOM_1MB,ERR345441,ACTIVE,"[""c5ecd574c578005b9cf9569ceaeda901""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345441/ERR345441.fastq.gz""]"
10000_RANDOM_1MB,ERR345579,ACTIVE,"[""b3afa37a78380d34f804ec587ffc0e01""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345579/ERR345579.fastq.gz""]"
10000_RANDOM_1MB,ERR345595,ACTIVE,"[""8cacdb89dbf480ebb9969514f0ea52b3""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345595/ERR345595.fastq.gz""]"
10000_RANDOM_1MB,ERR3456021,NOT_FOUND,[],[]
10000_RANDOM_1MB,ERR345617,ACTIVE,"[""c98bed2c546303803821909dc206d450""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345617/ERR345617.fastq.gz""]"
10000_RANDOM_1MB,ERR345694,ACTIVE,"[""06159c8b700023ad8edf6ecd40d3f70f""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345694/ERR345694.fastq.gz""]"
10000_RANDOM_1MB,ERR345737,ACTIVE,"[""a4fb7af31a9acde15c678acb59393a53""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345737/ERR345737.fastq.gz""]"
10000_RANDOM_1MB,ERR345781,ACTIVE,"[""249d6afe7728257e3b8f202535b80f17""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345781/ERR345781.fastq.gz""]"
10000_RANDOM_1MB,ERR345830,ACTIVE,"[""88c2f39054cbddf8f5b8818dd079d760""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345830/ERR345830.fastq.gz""]"
10000_RANDOM_1MB,ERR345833,ACTIVE,"[""920b3c4815df6fab9a645385fe632163""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345833/ERR345833.fastq.gz""]"
10000_RANDOM_1MB,ERR345869,ACTIVE,"[""b5369726ddc3a1e10c886a41e1beb054""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR345/ERR345869/ERR345869.fastq.gz""]"
10000_RANDOM_1MB,ERR3460074,ACTIVE,"[""d3adcc593753603d301c5db0a6439523"",""a07660619f21302bb554f8e0296dc4af""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/004/ERR3460074/ERR3460074_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/004/ERR3460074/ERR3460074_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3460083,ACTIVE,"[""9804c3d4571d5ec166e77a510b532008"",""3ea64bb0b01a543d2a42b4d8b8f19264""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/003/ERR3460083/ERR3460083_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/003/ERR3460083/ERR3460083_2.fastq.gz""]"
10000_RANDOM_1MB,ERR346135,ACTIVE,"[""96557799db9fe73b0f276a01f19b2ea6""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR346/ERR346135/ERR346135.fastq.gz""]"
10000_RANDOM_1MB,ERR3472052,ACTIVE,"[""9709afb5918e4edde43038967223110e"",""e9a106b3546fc819787650d2b92affe1""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR347/002/ERR3472052/ERR3472052_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR347/002/ERR3472052/ERR3472052_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3472082,ACTIVE,"[""fe74f56a375cb91d67057907692d8c95"",""b818537ba2a4588b5dca1b290d7f0dbb""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR347/002/ERR3472082/ERR3472082_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR347/002/ERR3472082/ERR3472082_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3472227,ACTIVE,"[""d1f8884c5f63ce2aa8f7ad98e685637b"",""146bcbc301f5b413461524f799c0702f""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR347/007/ERR3472227/ERR3472227_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR347/007/ERR3472227/ERR3472227_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3483024,ACTIVE,"[""4a2339e5d2f02197d1944ff52185321e"",""3ef175c5ae0a7679f16626268b7a44f4""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3483024/ERR3483024_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3483024/ERR3483024_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3483732,ACTIVE,"[""dfe6b1c8dc8f93688532fc0a5c596d45"",""0f434231ce8524b87808d22e76eb2940""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3483732/ERR3483732_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3483732/ERR3483732_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3483809,ACTIVE,"[""2e1b5cd46d0189ccf86e2a1cd24e7df2"",""7f4d8e90bf277aca509fb0c3325a6fb5""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/009/ERR3483809/ERR3483809_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/009/ERR3483809/ERR3483809_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485195,ACTIVE,"[""38cbcf10747efa6ae625da1cd1dfd798"",""d51b278b6248f81eb2da7d8996837854""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485195/ERR3485195_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485195/ERR3485195_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485210,ACTIVE,"[""13584cba023282584f45275109881a1a"",""670c44375f931a7a6c1c35135e31dbce""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485210/ERR3485210_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485210/ERR3485210_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485218,ACTIVE,"[""aafab628fc0b970e84af2fa10e7cefeb"",""754f52329c957c9ee000736c21037888""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485218/ERR3485218_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485218/ERR3485218_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485220,ACTIVE,"[""6037f1c749f39e04d6aeb3a6bec607a8"",""211a3ecc639fe0479f088d08c5323f41""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485220/ERR3485220_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485220/ERR3485220_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485228,ACTIVE,"[""57ebd1517b58db518899faf2c41eea2e"",""79d9ceb8ab1a5278ef1b990c8ea82d23""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485228/ERR3485228_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485228/ERR3485228_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485236,ACTIVE,"[""4d078117533c755b4a349a3fbbea2ee9"",""183b0b1195d01cfb448c60484fb8f0e1""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/006/ERR3485236/ERR3485236_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/006/ERR3485236/ERR3485236_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485238,ACTIVE,"[""601b9aea0081c03bf570954dbb6409f6"",""273002919aa29a305aa74ee218c7afa2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485238/ERR3485238_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485238/ERR3485238_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485239,ACTIVE,"[""f987de09b5b0d47587c90da192504ad8"",""172b31394c8ad2149a7bad901b0b8ac7""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/009/ERR3485239/ERR3485239_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/009/ERR3485239/ERR3485239_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485243,ACTIVE,"[""df821adb41a830f9672e55a3cead83df"",""1b744caccf46bd69193531a32b358588""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/003/ERR3485243/ERR3485243_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/003/ERR3485243/ERR3485243_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485248,ACTIVE,"[""e5dba7996fe694fb2fd3b61d2e4bdd8b"",""bf39ccde3bcc0eaaaecce9ce4e389a3a""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485248/ERR3485248_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485248/ERR3485248_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485252,ACTIVE,"[""9d2ddc207a787bc262563087ca0900ab"",""663c3089bb0ec659a8f8078b2e97c95e""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485252/ERR3485252_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485252/ERR3485252_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485264,ACTIVE,"[""cab7a442ffade0e6255a37f6757f30a6"",""3357d2942921c26d318625e699dad7e8""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3485264/ERR3485264_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3485264/ERR3485264_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485335,ACTIVE,"[""5663980235bb10fca666d36eb9301de6"",""e1e6752c5b4a397bb53a5fd99238f922""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485335/ERR3485335_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485335/ERR3485335_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485366,ACTIVE,"[""aeae3cf71c28cd36b9ec96f74d836ebc"",""ffa38e4b83e7dabc0057f4fc1d0b1616""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/006/ERR3485366/ERR3485366_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/006/ERR3485366/ERR3485366_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485390,ACTIVE,"[""2bc993ac114d6b49e253b2b3d1e810bc"",""3ed1b1a08d004d2ccc0dc7a1c24a3ddb""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485390/ERR3485390_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485390/ERR3485390_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485391,ACTIVE,"[""71eb23ecd35c862f988e7ce5cbba0651"",""d32ef315a57cb91d27aaac2fad07342f""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/001/ERR3485391/ERR3485391_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/001/ERR3485391/ERR3485391_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485570,ACTIVE,"[""b4eede7361a3147e3f9dd60027856d9c"",""73cd2fadf2020e3d2b6ce89e70104c8e""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485570/ERR3485570_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485570/ERR3485570_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485576,ACTIVE,"[""c39c285ca0f712902bfa800cd2b9a77e"",""6f0b6d2e8a8a6d6d6463806c01d08927""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/006/ERR3485576/ERR3485576_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/006/ERR3485576/ERR3485576_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485578,ACTIVE,"[""a4c0aad6c5dcee3fec6a7ad401eafc5b"",""aa097ac9ec0b648ba28cbf4b597fe1a2""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485578/ERR3485578_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485578/ERR3485578_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485579,ACTIVE,"[""8c1a47f485c2b4427c7230cf8dbe5617"",""30f504924d5fcc98f2098693dec838f0""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/009/ERR3485579/ERR3485579_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/009/ERR3485579/ERR3485579_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485582,ACTIVE,"[""5c53e4f96ba0509100caad4c7b0ed05d"",""2e0cfb3acfbb688632754746387764f8""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485582/ERR3485582_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485582/ERR3485582_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485595,ACTIVE,"[""236f13ea8177ae28061127e923788e00"",""fdbd16a78b437b277452a254c02b4ad8""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485595/ERR3485595_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485595/ERR3485595_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485602,ACTIVE,"[""cc3b45a0c0e9406720bcc4ea8cc8b909"",""4851cb2f79216adc8e96f958771d5731""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485602/ERR3485602_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485602/ERR3485602_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485615,ACTIVE,"[""0a13b8c0bc77faa9a3357662135c75f4"",""e6c3aa54495a0eab94178c53e53307b5""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485615/ERR3485615_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485615/ERR3485615_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485630,ACTIVE,"[""32d788d568976ead2d7f90d1d4b71e00"",""ed24d5ee5bd3995bef61fca9032f63ca""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485630/ERR3485630_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485630/ERR3485630_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485634,ACTIVE,"[""f5fa7c6c50a22349b62314895246e293"",""12c31292a45d96eb0a8c7dfa1bd70198""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3485634/ERR3485634_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3485634/ERR3485634_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485638,ACTIVE,"[""30f42e2773b90e96e6917e8c7e1327d5"",""1fc8f07c71370fdb3cdef1ee8e288661""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485638/ERR3485638_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485638/ERR3485638_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485668,ACTIVE,"[""5efe36993965738078aaad44970e71ab"",""d98d23a22d1792d0486ec05daa0fda07""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485668/ERR3485668_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485668/ERR3485668_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485670,ACTIVE,"[""71cd1ceaaa992068fffeca60230cbb5d"",""899c2e4cc1d55f1a26d0a0111716cd42""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485670/ERR3485670_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/000/ERR3485670/ERR3485670_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485672,ACTIVE,"[""31219a460bc5cd7f0be2aaa67ac7f5ad"",""cb795a661e1137281606276c123fe0f4""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485672/ERR3485672_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/002/ERR3485672/ERR3485672_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485674,ACTIVE,"[""ad28afe3fdf25a3af2fe5e0ae42209e4"",""7c768e75ef4e37f1644376803823f7a1""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3485674/ERR3485674_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/004/ERR3485674/ERR3485674_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485678,ACTIVE,"[""bc9821d266929c4c5e9ea594e213e9e5"",""7aaa0c019cfd9205dcd15571313eea2a""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485678/ERR3485678_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485678/ERR3485678_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485685,ACTIVE,"[""c3dde9d3a8442f2aae0eb4c8acf7e6c8"",""fa6d7e136c6a0fd4a1bc454495bba90e""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485685/ERR3485685_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/005/ERR3485685/ERR3485685_2.fastq.gz""]"
10000_RANDOM_1MB,ERR3485688,ACTIVE,"[""b73dd269b2d2fcfa49fbdc022c8b4ca2"",""1b5f4e6e1334a6b21c83ef81779ab146""]","[""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485688/ERR3485688_1.fastq.gz"",""ftp.sra.ebi.ac.uk/vol1/fastq/ERR348/008/ERR3485688/ERR3485688_2.fastq.gz""]"
